id,date,title,show,number,duration,description
23RpHfvj2HeFPNUVxlT7jN,2023-08-23,Synced: Bubbles,Synced,5,2957,"In this episode of Synced, Monica and Liz become armchair gynecologists, they ponder if a man should ever ask a woman where she lives, and Liz shares a scary experience she had in front of a Los Angeles drug store. They discuss listener questions on how to cope with changing friendships when children are added to the mix and challenge the age-old question - does money really buy happiness?"
7or1UO7wBx7EhDteufI9lb,2023-08-24,Brian Chesky (co-founder of airbnb),,629,7803,"Brian Chesky (Co-founder and CEO of Airbnb) is a businessman and industrial designer. Brian joins the Armchair Expert to discuss if gaining success lived up to the expectations, how he struggled to fit in at school, and what his first startup was. Brian and Dax talk about what being an industrial designer means, where the idea for Airbnb came from, and how detrimental loneliness can be to human health. Brian explains why streamers were okay with losing money for years, how fast technology is accelerating human society, and what rules should have been instituted for social media."
4St4TSPcQe1os60rkkYaYW,2023-08-25,Armchair Anonymous: Bad Landlord,Armchair Anonymous,630,2429,"Dax and Monica talk to Armcherries! In today's episode, Armcherries tell us about a bad landlord experience."
5A3OLAYUVCrNIMQa7yM5kW,2023-08-28,Tig Notaro,,631,7377,"Tig Notaro is a comedian, actor, and podcaster. Tig joins the Armchair Expert to discuss what she thinks about cold plunges, how much she hates texting, and how having unconventional parents influenced her outlook on life. Tig and Dax talk about how much they value a sense of humor, how they pictured having kids, and their shared love of Edie Brickell. Tig explains why she started sharing her personal medical history on stage, her views on being a people-pleaser, and what she thinks being handsome means."
7ztEVAkcAWuUqFqP0dio34,2023-08-30,Synced: Third Location,Synced,6,3080,"In this episode of Synced, Monica and Liz chat about circumcision, power dynamics in relationships, and Liz shares details of her week-long second date. They discuss listener questions on inviting a toxic friend back into one's life, and how to handle one partner doing a 180 on the idea of having children."
3cOMaB8q5i2ejlhtLPjy8m,2023-08-31,Jim Farley (CEO of Ford),,632,5321,"Jim Farley is the CEO of Ford. Jim joins the Armchair Expert to discuss what growing up in Argentina was like, how much he loved watching car races as a kid, and the time his dad sold the car he gifted him. Jim and Dax talk about their shared car nightmare, the stereotypes of being a car guy, and how to achieve positive car karma. Jim explains the hurdles of reengineering cars for electric, how Ford joining the Red Bull Formula 1 team came to be, and the generational differences in car culture."
0q6LI1zX7HtTPaLHHVEc3o,2023-09-04,Jake Johnson Returns,,633,8041,"Jake Johnson is an actor, director, and podcaster. Jake returns to the Armchair Expert to discuss what he remembers about being on the show in the early days, why he stopped going to casinos, and how much he respects AA. Jake and Dax talk about why they wanted their daughters to learn self-defense, how they feel about doing manual labor, and how hard it can be to see the red flags in some situations. Jake explains how he is usually 5 years late to trends, what kind of advice he gives on his podcast, and how he thinks it's funny when someone calls him out for being wrong."
1phFZiFSYKcS13ESyvPbjv,2023-09-05,Flightless Bird: Pizza,Flightless Bird,60,2868,"This week on Flightless Bird, David Farrier investigates pizza, one of America's favorite foods. He discovers that around 76,000 pizza joints bring in $44 billion dollars each year in the US - where every day 13% of the population will eat a slice of pizza. David begins his journey in Los Angeles, as Rob takes him and Monica to a fancy pop-up called ""Chain"". Here, chefs riff on chain food but with their own upgraded twists - and tonight it's Pizza Hut! Next, David heads to New York to eat a variety of NY pizzas, from the cheap slices of Joe's, to Pauly Gee's famous Hellboy pizza. What makes a good pizza? There is no clear answer, but Farrier attempts to find out, before going to one last joint - Ops - an upmarket take on what a pizza should be. Along the way, Farrier meets some of those eating the pizza - New Yorkers - who truly love their city."
4x6wYKSnIwufsCH8eYrCBb,2023-09-06,Synced: i drizzle,Synced,7,2454,"In this episode of Synced, Liz explains ""girl dinner"", they debate whether singles should set up other singles, they hear a very special voice memo and Monica peels back the layers of her ""fear of the streets"". They discuss a listener's question on how to cook the perfect roast chicken."
6bpZlWmvFEEUwgc0n5EuZh,2023-09-07,Amy Edmondson (organizational behavioral scientist),,634,6613,"Amy Edmondson (Right Kind of Wrong: The Science of Failing Well) is a professor and author. Amy joins the Armchair Expert to discuss why she was drawn to studying organizational learning, what psychological safety is, and how systems exist to make societies better. Amy and Dax talk about why working groups can have different interpersonal climates, the definition of learning behaviors, and what the three types of failure are. Amy explains that vulnerability can actually be a desirable trait, how to take smart risks, and why apologies exist."
6mq9LfSYd1LX5jvKBi0DOd,2023-09-08,Armchair Anonymous: Worst USA Trip,Armchair Anonymous,635,3318,"Dax and Monica talk to Armcherries! In today's episode, international Armcherries tell us about their worst trip to the USA."
011dpgYmoOcmztJ8OD0Fqc,2023-09-11,Idina Menzel,,636,9193,"Idina Menzel is a singer and actor. Idina joins the Armchair Expert to discuss her scary theater accident, how her dad was a pajama salesman, and her feelings about the Happy Birthday song. Idina and Dax talk about how much pride goes into parenting, what being in relationships with other successful people is like, and her strategy for performing day after day. Idina explains how she views being a voice for people that she didn't intend to be, why she has always wanted to do a stage dive, and how she is always messing up well-known sayings."
4rQqDGuI2tSdIpu0uSpbyR,2023-09-13,Synced: September 13th,Synced,8,3652,"In this episode of Synced, Liz and Monica explore the change in the air regarding women's culture and Monica gives an update on her egg freezing journey, all while her dad's sim works overtime. They discuss listener questions on should one speak up when they don't like their close friend's significant other, when given the chance should one choose the gender of their child, and how to trust oneself when trying to move on while grieving a spouse. They also give a new dad advice on his daughter's first period."
1SDbuOVPd06tWDu0NYxAnz,2023-09-14,Mustafa Suleyman (on artificial intelligence),,637,8342,"Mustafa Suleyman (The Coming Wave) is an artificial intelligence researcher, co-founder of DeepMind, and author. Mustafa joins the Armchair Expert to discuss how he became interested in the concept of universal human rights, what deep learning is, and how machines can actually become creative. Mustafa and Dax talk about how close artificial intelligence is getting to matching the human brain, how people might feel about computers creating all content, and how AI might revolutionize the energy industry. Mustafa explains why the fear of government regulation exists, why people need to be involved in decisions about technological advancements, and how certain biases are corrected in AI programs."
3ji4pQl3kjsmLOViHtWRwq,2023-09-15,Armchair Anonymous: School Dance,Armchair Anonymous,638,3133,"Dax and Monica talk to Armcherries! In today's episode, Armcherries tell us about a school dance disaster."
1mKfAoK0ciKUWmuHxlLgPP,2023-09-18,Jimmy Kimmel Returns,,639,6819,"Jimmy Kimmel (Strike Force Five) is a talk show host and podcaster. Jimmy returns to the Armchair Expert to discuss how much the attic hasn't changed in five years, what it's like working with his competition on a podcast, and how much of a temper he doesn't have. Jimmy and Dax talk about the state of trout fly fishing, what they think being retired from show business means, and how much they appreciate a good standup. Jimmy explains that he doesn't accept comparisons to other talk show hosts, what he would ask Trump in an interview, and how long the text messages from his dad are."
4x2cZUy50aexjp6aYRs4Nw,2023-09-19,Flightless Bird: Healthcare II,Flightless Bird,61,3162,"After two American surgeons told David he needed back surgery, he fled back to his home of New Zealand where healthcare was less scary! What he discovered in New Zealand surprised him. David calls up journalist Luke O'Neil (writer of the Welcome to Hellworld newsletter and new book A Creature Wanting Form) to chat through what he discovered: two very different medical systems with vastly different approaches."
1QdNGA0TxnnVfyp8G8mPd1,2023-09-20,Synced: My Best Friend's Boobs,Synced,9,3308,"In this episode of Synced, Monica and Liz chat about naked bodies, Liz teaches Monica about underwater hockey, and they debate how one never knows what is going on behind closed doors or social media captions. They discuss listener questions about whether there is such a thing as too much therapy, would they want to know if their parents cheated, and how much should parents contribute financially to a wedding?"
15rORWyWFXoFztngfJb6gx,2023-09-21,Prachi Gupta (on the model minority myth),,640,7855,"Prachi Gupta (They Called Us Exceptional) is a journalist and author. Prachi joins the Armchair Expert to discuss why she was grounded for reading fiction, how she views the institution of arranged marriages, and what the American Dream meant to her parents. Prachi and Dax talk about why she wanted to tell her brother's story, how she feels about happiness being correlated to success, and why being emasculated can affect how men treat one another. Prachi explains why dating apps have changed how people find partners, why there is a stigma around family estrangement, and what her experience was finding effective therapy."
2hfv0Gtjf453tvN8oJB4Bl,2023-09-22,Armchair Anonymous: Waxing Debacle,Armchair Anonymous,641,2984,"Dax and Monica talk to Armcherries! In today's episode, Armcherries tell us about a waxing debacle."
42b6YVNlcVxmsv9QrMVlOh,2023-09-25,Jonathan Van Ness,,642,6635,"Jonathan Van Ness (Queer Eye, Getting Curious) is a hairstylist, television personality, and podcaster. Jonathan joins the Armchair Expert to discuss the idea of older women having younger sexual partners, dealing with skin issues, and how news organizations choose political sides. Jonathan and Dax talk about transgender participation in sports, what it means to challenge progressive ideas, and how state laws around gender-affirming care can differ. Jonathan explains why judging in cheerleading is not objective, what the motivation was to start a science-based podcast, and how relationships can truly grow."
5rYd53z9hePAkrq64rCbdC,2023-09-27,Synced: Long End of the Stick,Synced,10,4920,"In this episode of Synced, Monica talks about temporarily giving up drinking, they contemplate Liz's trusting nature, and debate the deliciousness of club soda. A special guest joins for listener questions about tardiness and if a sixteen year age gap is too much between romantic partners."
2gepSnq9SHCSBhV8Hd1cDN,2023-09-28,Gabor Maté (on trauma & addiction),,643,6181,"Dr. Gabor Maté (The Myth of Normal) is a physician and author. Gabor joins the Armchair Expert to discuss how most people exhibit addictive behaviors, how the mind is connected to physical health, and how human societies are like lab cultures. Gabor and Dax talk about why airports can be sources of anxiety, what happens to the body when someone goes through trauma, and why children have the expectation to be loved unconditionally. Gabor explains why it's important to confront painful emotions, his pathway to wholeness, and that being aware of the truth is what actually liberates people."
0smwafHiqxocwPgrYZXJoJ,2023-09-29,Armchair Anonymous: Failed Romantic Pursuit,Armchair Anonymous,644,2106,"Dax and Monica talk to Armcherries! In today's episode, Armcherries tell us about a failed romantic pursuit."
4gbRvmbjz3z2Fh4Tdz352e,2023-10-02,Kerry Washington,,645,6279,"Kerry Washington (Thicker Than Water) is an award-winning actor, producer, director, and writer. Kerry joins the Armchair Expert to discuss her anthropology degree, not feeling like the protagonist of her own story, and finding out the truth about her family. Kerry and Dax talk about what it takes to keep secrets, their experiences with abuse in the household, and James McAvoy in The Last King of Scotland. Kerry explains how her relationship with food has changed over the years, what she learned from moving to India, and how she strove to carve her own path in life."
3JtlzusSK4ZDrMkpyNngqL,2023-10-03,Flightless Bird: Laundromats,Flightless Bird,62,2849,"This week on Flightless Bird David Farrier investigates whether we have America to thank for the modern laundromat. After all, there are over 30,000 laundromats in the US - employing 39,000 people, making $5 billion in revenue each year. To help him in his investigation David meets with Brain Wallace of the Coin Laundry Association to discuss how on April 18th,1934 a Texan named CA Tannahill opened the world's first coin-operated laundromat. David then discovers how laundromats mean different things to different people in America. He then talks with Jason Sowell, who is very enthusiastic about the importance of the American laundromat and runs a non-profit called ""Current Initiatives"" which helps people do their washing. David also learns why Americans have a phobia of clotheslines."
2mTWD1qRqOdpjVD2Vgsk8N,2023-10-04,Synced: Stay in Your Hula Hoop,Synced,11,3416,"In this episode of Synced, Monica & Liz deep dive into the difference between anxiety & intuition, they chat about codependency, and another strange man talks to Monica. They answer listener questions about having different expectations around sex in a relationship and give advice to a 30 year old virgin."
0VIg6KtfuWWtx25sOPjXE2,2023-10-05,Vivek Murthy Returns (US Surgeon General),,646,8931,"Dr. Vivek Murthy (House Calls) is the Surgeon General of the United States and an author. Vivek joins the Armchair Expert to discuss how he defines loneliness, strategies for strengthening connections, and what hustle culture has done to creativity. Vivek and Dax talk about what it takes for people to confide in each other, how taking time away from work can improve mental health, and the power of service. Vivek explains why incarcerating people for drug use is problematic, what it means to cultivate your own solitude, and how romantic matchmaking isn't what it used to be."
6rToNIYRB3364LpiLNA6Un,2023-10-06,Armchair Anonymous: Service Industry,Armchair Anonymous,647,2976,"Dax and Monica talk to Armcherries! In today's episode, Armcherries tell us a crazy service industry story."
0TCrTGcnntYolhKBltrk2e,2023-10-09,Fred Armisen,,648,7144,"Fred Armisen (SNL, Portlandia, Documentary Now!) is a comedian, actor, and musician. Fred joins the Armchair Expert to discuss why he doesn't speak up when he's uncomfortable, why he will eat something he didn't order, and why he doesn't like to return purchases. Fred and Dax talk about how fun it is to rediscover music that you love, what interviewing your friends is like, and Fred's unique family heritage. Fred explains how his musical career led him to comedy, what living in different cities has taught him, and what it was like to play in Devo."
6bLjDw7nHJGb0GbDytHzRH,2023-10-11,Synced: AMA,Synced,12,3663,"In this episode of Synced, Monica shares realizations she's been having on her second egg-freezing journey, Liz raves about 'The Golden Bachelor,' and they have a heart-to-heart while discussing last week's cliffhanger. They answer a listener's question on whether one can cry at work and still be taken seriously, which leads to a very special guest appearance from Rihanna."
1dqTpWSmX29VGdvVt44WR4,2023-10-12,Morgan Neville (documentary filmmaker),,649,8412,"Morgan Neville (The Saint of Second Chances, Roadrunner, Won't You Be My Neighbor) is a filmmaker, producer, and writer. Morgan joins the Armchair Expert to discuss why people love documentaries, why he had so many books in his childhood home, and how Los Angeles's history differs from other American cities. Morgan and Dax talk about what it means to be a good singer, what Mr. Rogers did for the perception of masculinity, and why some people are addicted to work. Morgan explains how he selects his film topics, how the production of documentaries is different than scripted, and what he has learned about his own life while making his films."
2CklS6u43we57iqJShlYVV,2023-10-13,Armchair Anonymous: Teacher/Principal,Armchair Anonymous,650,2789,"Dax and Monica talk to Armcherries! In today's episode, Armcherries tell us about their craziest story as a teacher or principal."
2Rs8OQa9WruoV3jRhRwBFc,2023-10-16,Jada Pinkett Smith,,651,7539,"Jada Pinkett Smith is an actor, producer, and talk show host. Jada joins the Armchair Expert to discuss where she got her sense of punctuality from, how difficult it can be to share your life with the public, and her experience with abandonment. Jada and Dax talk about what she learned about loyalty from Tupac, what it was like being robbed at gunpoint, and how she feels about asking for help. Jada explains what it's like to have a shared identity with another person, her four-day ayahuasca journey, and how she learned to love herself and others at the same time."
3X2vlXGSTZZgLLJfgrP6LT,2023-10-17,Flightless Bird: Bail Bonds,Flightless Bird,63,3877,"This week on Flightless Bird David Farrier investigates bail bonds in America, and more specifically - the bail bondsman. With 15,000 bail bond agents in America, it seems to be a thriving private enterprise. In Oklahoma, he meets with Ron Eden, a bail bondsman who inherited the business from his mother. What's it like to deal with people accused of crimes and the families desperate to get their loved ones out while they await trial? David then brushes up on how you get bail in New Zealand, by talking to criminal lawyer Emma Priest. He then talks to Allie Preston, a senior policy analyst at the Center for American Progress. Allie explains why having to pay for bail is a problem and who it discriminates against - and also points out that paying for bail doesn't necessarily make you more likely to turn up for court!"
2Wsq4Ze2AkMADJCG2EOFj6,2023-10-18,Synced: The Smell,Synced,13,3275,"In this episode of Synced, Monica goes Pamela Anderson style while discussing her egg retrieval, they explore complicated relationships with food and bodies, and debate THE smell. They answer listener questions about getting PQ's from a friend's husband and if one needs to tell family about a polyamorous relationship."
0XlXyqdwkdk3wiuiqmwiK8,2023-10-19,Robert Sapolsky (on human behavior and free will),,652,6617,"Dr. Robert Sapolsky (Behave, Determined) is a behavioral scientist and author. Robert joins the Armchair Expert to discuss why he was drawn to studying the social habits of baboons, how their behavior relates to human psychology, and what we learned from Phineas Gage. Robert and Dax talk about how conditioning helps people get through stressful situations, how culture affects the development of the human brain, and how child raising is different in a collective society. Robert explains the myth of grit, how praise and punishment are used to try to shape people, and his view of free will."
2TqgeKV0r8vjVxydSNNfxJ,2023-10-20,Armchair Anonymous: Generous Hospitality,Armchair Anonymous,653,3050,"Dax and Monica talk to Armcherries! In today's episode, Armcherries tell us about the most generous act of hospitality they've received."
3C7MDVx0EZGzjWEXZoygBn,2023-10-23,The Chainsmokers,,654,6856,"The Chainsmokers are musicians, DJs, and producers. Alex and Drew join the Armchair Expert to discuss their anonymity as DJs, how they have maintained a successful partnership, and where they get creative inspiration from. Alex & Drew talk about why they became interested in venture capitalism, their love for performing live, and how they balance who they are on stage versus real life. They explain what their experience has been collaborating with other musicians, how they handle reading misinformation about themselves, and what social media has done for young creators."
4bL8sMwrvaS2VbROc8Kv1c,2023-10-25,Synced: Future Surf,Synced,14,3652,"In this episode of Synced, Monica introduces Liz to the term 'future surfing', they talk about how friendships have evolved post-pandemic, and they evaluate their relationships to social media. They answer questions from the Synced Squad on how to explore one's sexuality while in a relationship, addressing a suspected domestic abuse situation with a co-worker, and the pros and cons of obsessing over celebrity relationships."
3XsItbWFOUBptUJV4no1lS,2023-10-26,Adam Grant Returns Again,,655,9135,"Adam Grant (Hidden Potential) is an organizational psychologist, professor, and author. Adam joins the Armchair Expert again to discuss how much he misses his family when on a book tour, how most people achieve their goals by being motivated, and the most effective way to teach someone a new language. Adam and Dax talk about how being a perfectionist can stifle someone's learning, how to overcome the fear of public speaking, and what the difference is between receiving advice and feedback. Adam explains the importance of having imperfections in the world, what the concept of scaffolding is for improving skills, and how people gain social status in different environments."
0QsmUFOTJPiWdYp5L8iQ84,2023-10-27,Armchair Anonymous: Halloween,Armchair Anonymous,656,2961,"Dax and Monica talk to Armcherries! In today's episode, Armcherries tell us about a time something crazy happened on Halloween."
3Z9UbhP7NrHoc6B0L9lMKE,2023-10-30,Craig Ferguson,,657,7380,"Craig Ferguson is a talk show host, comedian, and podcaster. Craig joins the Armchair Expert to discuss why he carries extra underwear with him, how diverse Scotland is, and his journey into late-night television. Craig and Dax talk about what they have learned in getting older, who the desert fathers were, and their experiences with meditation. Craig explains what made him want to get sober, how he defines attractiveness, and why he wants to talk to people who aren't comedians."
1LXzFRa20uqLDzQ4Heengx,2023-10-31,Flightless Bird: Haunted Houses,Flightless Bird,64,3382,"This week on Flightless Bird, David Farrier takes Monica to a haunted house to celebrate Halloween. And not just any haunted house! Each year Universal Studios puts on its Halloween Horror Nights, using its Hollywood tricks to create some of the scariest haunted houses in America. David and Monica meet with John Murdy, the creative director behind the haunted houses. Monica then comes face to face with her ultimate fear: Chucky. And not just one Chucky: Hundreds of Chucky's."
2zqybEXO0VQafwqKZP22cj,2023-11-01,Synced: The OT's are OK,Synced,15,2821,"In this episode of Synced, Monica and Liz report from a storage closet and a bed. They discuss repeating old family dynamics in relationships, codependency in therapy, and Liz's theory of '5 crushes'. They answer listener questions on navigating jealousy in a friendship and if the first date spark is real."
343l7g02a7ISw7jLG7aSQJ,2023-11-02,Dan Ariely (on behavioral economics),,658,7005,"Dan Ariely is a social scientist, professor, and author. Dan joins the Armchair Expert to discuss why people often want to regulate other's behavior, what factors can affect workplace employees' motivations, and how people live in different realities from each other. Dan and Dax talk about the funnel of misbelief, what happens when people are excluded from a group, and how to engage people with differing opinions from your own. Dan explains how people proclaim their identities to others, what responsibility there is to verify data used in research, and the true societal role of a social scientist."
2Ms8Sze2MSLiHgZYgnnsJx,2023-11-03,Armchair Anonymous: Babysitting,Armchair Anonymous,659,3119,"Dax and Monica talk to Armcherries! In today's episode, Armcherries tell us about a bad babysitting experience."
78vzAyH7XW3KhH3FVUWIMK,2023-11-06,Tom Hansen,,660,8531,"Tom Hansen is an entertainment lawyer and Dax's best friend. Tom joins the Armchair Expert to discuss what knowing people from the Dust Bowl era is like, how much he loved working on his grandparent's farm as a kid, and why he thinks he isn't a good listener. Tom and Dax talk about why some people just aren't ambitious in life, why he got into a lot of trouble in school, and their experiences with illicit drugs. Tom explains how going to Europe as a young man altered his perspective, how he was introduced to the world of entertainment law, and how raising daughters changed his definition of what it means to be a man."
5zDaJPvzEeSrfmkMwfDxUp,2023-11-07,Flightless Bird: Fantasy Football,Flightless Bird,65,2934,"This week on Flightless Bird, David Farrier sets out to understand the mysterious world of fantasy football. He joins a group of manly men as they do a fantasy football draft in a Buffalo Wild Wings restaurant, trying to understand the appeal of a game played by 50 million Americans. David then meets sports reporter and ESPN correspondent Mina Kimes who drills down into the finer details of fantasy football, even offering some expert tips."
2apuyvAFZ2AwnUggEbstw4,2023-11-08,Synced: Trips & Falls & Pies & Creams,Synced,16,3577,"In this episode of Synced, Monica shares her holiday traditions, Liz confesses she went to church for a year, and they talk about loss via addiction. They answer listener questions on how to give oneself grace and how to set boundaries when finding naked photos on a partner's phone."
0VmkyflilwZ2rs79gARMHH,2023-11-09,Barbara Kingsolver (author of Demon Copperhead),,661,8141,"Barbara Kingsolver (Demon Copperhead) is a Pulitzer Prize-winning author. Barbara joins the Armchair Expert to discuss why she loved to read as a kid, how there can be truth in writing fiction, and how she went from being a biologist to a novelist. Barbara and Dax talk about the struggle in being creative, the effects of structural classism, and why being an author is the best profession to have. Barbara explains how rural people are portrayed in the media, how her writing was influenced by the opioid epidemic, and how she tries to focus on accessibility in her novels."
4lVjTyIJMaRLsKY2iHecDg,2023-11-10,Armchair Anonymous: Bartending,Armchair Anonymous,662,2642,"Dax and Monica talk to Armcherries! In today's episode, Armcherries tell us about a crazy bartending story."
4KjW2YBYTANqPT66GCsqGL,2023-11-13,Trevor Noah,,663,8952,"Trevor Noah (What Now, The Daily Show) is a comedian, writer, and podcaster. Trevor joins the Armchair Expert to discuss why silence scares him, people's aversion to being blamed, and how language helps you get to the granularity of meaning. Trevor and Dax discuss the false idea that you have to consume the news all the time, the history of the apartheid system in South Africa, and having patience for people only if they're engaged in the fight. Trevor explains how hyper-vigilance is a form of safety, that life doesn't happen in snippets, and how important community and connectedness is to him."
0TAzstU8JAJssl92WQMQx0,2023-11-14,Flightless Bird: Pinball,Flightless Bird,66,3049,"This week on Flightless Bird, David Farrier sets out to understand America's obsession with pinball. He heads to Long Beach California for a meeting of the Long Beach Pinball League, headed by passionate pinball man Tom Walker. His league is part of the International Flipper Pinball Association which is made up of 96,000 players from 45 countries. David then meets Tom Radar, a man who has been obsessively collecting pinball machines for years."
57ywsoYXjAm40QGqf6u7dj,2023-11-15,Synced: T.B.C.,Synced,17,2814,"In this episode of Synced, Monica encourages Liz to rethink her relationship to social media to protect her mental health & they discuss Monica's blossoming love life. They answer listener questions on how to disclose an STI to a new partner, asking family to stop using certain language around children, and how to proceed when the love of your life picks out a terrible engagement ring."
27MsIZIocluif82QE7YuWO,2023-11-16,Dr. Becky Kennedy (psychologist on parenting),,664,7973,"Dr. Becky Kennedy (Good Inside) is a clinical psychologist and author. Becky joins the Armchair Expert to discuss why she wants to help people understand themselves through their kids, why some traditional parenting techniques aren't effective, and how to set boundaries with your children. Dr. Becky and Dax talk about how much a person's past shapes who they are now, why she was compelled to share her ideas on social media, and how expectations of parents can sometimes be unfair. Becky explains how repairing a relationship can be difficult, why people fall into the same patterns consistently, and how behavior can be separated from one's identity."
4U7DO3w0Dzmhoz2mYDu057,2023-11-17,Welcome to Yearbook,Yearbook,,2694,"In the inaugural episode of Yearbook, Dax and Monica sit down with Chad Sanders and they discuss season 1 of Armchair Umbrella's new anthology series. They talk about the working process, the reason they wanted to make the show, and the discomfort that accompanies quaking what you believe to be a solid foundation of identity. They prep the audience for what is to come in the following 7 episodes including self-exploration, death, sex, love, and redemption."
1jsGLaxCeVr00mIlpGEM8P,2023-11-17,Yearbook: The Perfect School,Yearbook,1,1810,Chad's junior year at Blake High School started off like pure magic. Blake was one of those perfect suburban high schools you see on TV and Chad was finally coming into his own. Then a tragedy struck that rocked the school and changed Chad's life forever.
3JmtuGZemA94qN8IB7UM2m,2023-11-20,Wiz Khalifa,,665,8014,"Wiz Khalifa (Khali Sober, Khalifa Kush) is a multi-platinum selling rapper and singer. Wiz joins the Armchair Expert to discuss his life growing up as a military kid, why it was tough to grow up scrawny, and what drove him to start writing at a young age. Wiz explains to Dax the difference between a mixtape and an album, how he and Snoop Dogg became friends, and the importance of putting in the work. Wiz discusses how weed changed his creative process, the cultural differences in talking about other people's business, and his jail selfie."
1MXOZJFIVqqQ4mdTJogqo8,2023-11-21,Flightless Bird: Cars,Flightless Bird,67,3714,"This week on Flightless Bird, David Farrier begins to notice how much America loves cars. Why do 92% of American households have at least one vehicle? That's so many cars! The country's love of cars has transformed it, with not only roads - but with millions and millions of parking spaces. David becomes obsessed with all of America's parked cars, sitting down with Henry Grabar - a staff writer at Slate who writes about cars and transportation, urban policy, and housing. Grabar has also been thinking a lot about how much of America is taken up by cars. Why in America, on average, are there up to 6 parking spaces for every car? Why does NY make more money off parking tickets than parking fees?"
6AaPljquQoOywtcLR8O7Mr,2023-11-22,Synced: Morning After Slumber Party,Synced,18,4386,"In this episode of Synced, the ladies chat about Liz's documentary, Monica gives an update on dating multiple people at once, and they rave about 'Couples Therapy'. They answer listener questions about gossip in the workplace, how to address changes in one's sex life when in a committed relationship, and how to respond when not given a plus one for a wedding."
7rcN6io7ZORdc8bWZq2tGx,2023-11-23,Jedidiah Jenkins (author and memoirist),,666,9444,"Jedidiah Jenkins (Mother, Nature) is an author and memoirist. Jedidiah joins the Armchair Expert to discuss how being Christian affected his identity, what sexuality could be like without social rules, and practicing not getting a boner. Jedidiah and Dax talk about what it means to be a centrist now, how it's difficult for him to know when someone is flirting with him, and his relationship with his mother and her faith. Jedidiah explains how he learned to find common ground with people who don't share the same beliefs, embracing the double helix of the narrative and experiential self, and why he wanted to retrace his mother's walk across America."
2QzwytPCowYvaApX9VQzr3,2023-11-24,Armchair Anonymous: Piercing & Tattoos,Armchair Anonymous,667,3577,"Dax and Monica talk to Armcherries! In today's episode, Armcherries tell us about a crazy piercing or tattooing incident."
2L6CUsuBTVUPVAd3KJT85T,2023-11-24,Yearbook - Chapter 2: The Driver,Yearbook,2,1847,Who was driving the car when Chad's best friend died? What really happened the night when a student was killed in front of Blake High? Chad goes looking for answers to the questions he's buried for 20 years.
3WtcpWcW6agz5uwuMSFU10,2023-11-27,Eva Longoria,,668,7014,"Eva Longoria (Desperate Housewives, Flamin' Hot) is an actor, producer, and director. Eva joins the Armchair Expert to discuss why she loved having kids later in life, how she views religion versus spirituality, and what growing up on a Texas ranch was like. Eva and Dax talk about what types of people they are attracted to, why acting in soap operas is so much work, and what biohacking techniques they use to improve their health. Eva explains why she wanted to make a film about Flamin' Hot Cheetos, the importance of Latinos seeing themselves reflected on screen, and how she used Desperate Housewives as her film school."
2bX2CkjRs34cPGqt9dEUVo,2023-11-28,Flightless Bird: Cereal,Flightless Bird,68,3036,"This week on Flightless Bird, David Farrier investigates America's extreme love of cereal. He sets out to answer why America needs over 5000 different types of cereal, and why some of the most popular cereals have been discontinued. He meets with YouTube cereal reviewer Thomas Hicks, AKA The Cereal Snob (https://www.youtube.com/c/CerealSnob), to get the lowdown on how much milk should be used in cereal, and what types of cereal are the best. David also discovers that cereal was invented by John Harvey Kellogg in the 1890s, who created the humble cornflake. David finds that Kellogg was trying to create something so bland it would stop people masturbating or having sex!"
2Ckb2C2DCuCprwHPgK15pi,2023-11-29,Synced: Maxing Out,Synced,19,3905,"In this episode of Synced, Liz and Monica discuss an important vacation hack, Monica shares her infamous fetish with Liz, and they debate the validity of a 'twin flame'. The two answer listener questions on giving unsolicited career advice and what to do when you break the trust of a friend."
37gHEW8n7ZIMcK6idrhLuo,2023-11-30,Daniel Markovits (on meritocracy),,669,8502,"Daniel Markovits (The Meritocracy Trap) is a law professor and author. Daniel joins the Armchair Expert to discuss what it was like growing up in different countries, why freedom of speech can sometimes be controversial, and why great art can impact society as much as scientific breakthroughs. Daniel and Dax talk about what it means to study meritocracy, how the landscape of going to college has changed, and how having educated parents affects a child's development. Daniel explains why there is such a wide gap between the wealthy and the middle class, how some institutions use diversity to exclude people, and how the American marketplace is driven mostly by policy."
7pbAILVHJvD4UvGMMJFej7,2023-12-01,Armchair Anonymous: Wild Card III,Armchair Anonymous,670,3640,"Dax and Monica talk to Armcherries! In today's episode, Armcherries tell us their craziest stories."
76Of72oNfo6NXdGfTIxAwq,2023-12-01,Yearbook - Chapter 3: Insecurity,Yearbook,3,1752,"Like every high schooler, Chad wanted to be cool and wanted to be liked. He twisted himself in knots trying to be popular, trying to be an athlete, and trying to be a lady's man. But some kids never get the luxury of normal teenage angst..."
5Rl7pSwdsIXAXHyF4qHN2A,2023-12-04,Jon Batiste,,671,7789,"Jon Batiste (American Symphony) is a musician and composer. Jon joins the Armchair Expert to discuss why some people feel unworthy of others, why it's important to feel rejection, and how music can connect all types of people together. Jon and Dax talk about why they want to evolve as artists, how priorities can change when a loved one is sick, and what it's like to have a relationship in the public eye. Jon explains what obligations he feels when fans approach him on the street, how TV shows can affect people's view of other cultures, and why he can still accept criticism of his work."
